Username;Review;Untruthful Opinion;Review on Brand Only;Non-Review;Review Length Short;Burstiness;Maximum Content Similarity;Extreme Rating
faridputro;oppo a17 produk ori 4/64 real.. mkasih buat tokonya.. kepuasan konsumen adlh yg paling utama.. smoga awet;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
faridputro;maaf baru buka hp nya.. thsx seller respon cpt smoga hp nya awet.. pankg aman buble tebal bgtt pengiriman juga cpt;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
fashionablez.id;5hari baru sampai, tapi maklum lebaran. Admin di chat jg bales,barang masih segel jd aman;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
fatmahengky;alhmdulillah barang sdh sampai... cepet bangt sesuai bngt   gk nyesel dah pokoknya langganan di sini🥰🥰;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
fennyset;Hp Ori..respon penjual cepat..pengiriman cepat;Asli;Palsu;Palsu;Palsu;Asli;Palsu;Palsu
fikriafandi46;Kurir tidak brtanggung jawab. Paket dititipin di tetangga tidak info dulu Ke penerimanya. Sangat kecewa dengan kurir j&t;Palsu;Asli;Palsu;Asli;Asli;Asli;Palsu
filbertalvaro14;Barang bagus ,kurir ramah;Asli;Asli;Palsu;Palsu;Asli;Asli;Palsu
fitrasunjaya11;Kamera jos, Tahan air, speaker bagus, layar mantap. worth it, minta bonus charger dikasih👍Mantap pol🔥;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
fitri028oa8zff3197w41q6qbocre;Barang sampai dengan aman, cepet sekali pengemasan dan pengirimny mantap, terimakasih;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
g*****a;"Oriiii, segel aman, sesuai deskripsi. Banyak bonus, earbuds, softcase, tempered glass. Pokoknya puas belanja disini, jangan ragu beli hp d toko ini. Bener"""" amanah😍😍😍";Asli;Palsu;Asli;Asli;Palsu;Asli;Palsu
g*****s;Barang ok Pengemas Lemot pengiriman sesuai...;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
gerisali;Barang ori, packing aman, seller responsif,pengiriman kilat, recomended seller;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
h*****h;Numpang curhat. Di saat mendesak butuh HP ini, aku di ghosting seller lain krn beli produk tp gk dikirim2 selama bbrp hari. Curhatlah aku sama admin seller ini. Alhamdulillaah adminya fast resp bgt. Orderan yg dari seller lain ku cancel, langsung CO di sini. 2-3 jam kemudian langsung dikirim, 15 jam kemudian udh sampai di rmh. Monangis beneran 😭 Sangat2 tertolong karena admin fast respon dan langsung dikirim di hari itu jg. Thank you so much Ara selluler. ratingnya 1000/5 deh. Pertahankan pelayanan yg memuaskan. Semoga makin jaya & banjir orderan terus.;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
hanifoctavianie;Seller baik dan sabar, pengiriman juga cpt. Thx kak;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
herabyshop;Ditany adapterny ori ap gk, gk dijwb. Pdhl biar tau aj, klo KW mau bli lg yg ori. Krn adptor kw bisa merusak batre,, lain kli tolong direspon aj. Jd agk kecewa bgini, alhamdulillah hpnya bgs ori, dpt bonus casing sm anti gores juga, pengemasan jg bagus dn digaransikn keamanany, saran lg  sebaikny ket. Produk diprivate krn barang mahalkn. Krn sy kmren minta private tp mgkin lupa jd tetap dibuat ketrangnny;Palsu;Asli;Palsu;Palsu;Asli;Palsu;Asli
hida_maulida;Bagusss hp nyaaa... tapi charger adaptornya tidak berfungsi.... jadi ndak bisa di casssss......sulit jg nyari adaptor type c di daerah sini.... jd gak tau ori apa ndak nyaaa......;Palsu;Asli;Asli;Asli;Asli;Asli;Asli
hindun_ahmad;Pengiriman Cepat;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
hindun_ahmad;Alhamdulillah...pesanan sesuai peemintaan. Pengiriman cepat,dan adminya santun..;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
hosnani_11;Sudah 2x beli di sini.. trimz seller...;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
hosnani_11;Alhamdulillah...sudah sampai..terkirim cepat aman bable wrabnya tebal... Trim seller..Sesuai pesanan...;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
i*****7;Sdh sampai,, sesuai pesanan,, semoga awet;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
i*****e;Mantap maaf baru review,,, barang original pengiriman cepet banget hari ini order besok dah sampai sby-pas 24jam aja... Mantapppp Pengemasan aman buanget makasih seller dan kurir;Asli;Asli;Palsu;Asli;Palsu;Palsu;Asli
i*****k;mantap;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
i*****p;Pengirimann cepat, pengemasan aman dan barang sesuai Mantaaaappp!!!;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
ichwan_fachru;makaaih banyak barang original new segel murah;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
idalestr_;Pesanan datang dengan selamat packing bagus banget tebel banget hp nya juga bagus banget terimakasih seller semoga selalu amanah bagus 😁😁😁;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
ifanya_27;Seller ramah,barang aman, suka ad kartu garansinya juga.. makasih;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
iimalfatih;Seller sangat baik 👍 HP juga ori bagus sesuai yg aq harapkan Maksih ya kak next nakal belanja lagi di toko ini 🙏;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
ilmiaturrosidah276;Seneng banget beli di toko ini sangat amanah aku pesen di hari rabu dan hati jum'at sudah datang.. pokok bagus dan tidak mengecewakan;Palsu;Palsu;Asli;Asli;Asli;Asli;Asli
inci26;Sellernya baik banget, fast respon.. Chat seller butuh cepat, hpnya langsung dikirim. Andai ada bintang 10, sy beri bintang 10. Makasih kakak seller;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
inkasariru;MasyaAllah, super duper amanah bgttt🥹. terimakasih kak, pesanannya sudah saya terima. Barangnya dalam kondisi baik, packingnya aman juga. Bubble nya tebel;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
ionkortajarena;Gak dikasi free headset blum,  padahal di keterangan nya dikasi,  gak sesuai klaim;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
irulcebonk;Mantap 👍👍👍👍;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
iswanto99;Sesuei pesanan walo agak lama mengirimnya tpi sesuei dengan pesanan.. Mantaf;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
iystore089;terima kasih barang sesuai pesanan.. senang sekali bisa belanja online di sini;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
jabaljamuherbal;Terima kasih barang diterima dengan baik;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
jayalah_olshopku;Kok aku ga dpt cae + anti gores seperti komen yg lainnya;Asli;Asli;Asli;Asli;Asli;Asli;Asli
juliantodaniar;Barang bagus dan sesuai dg orderan,, tidak ad yg salah;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
julijazuli468;Recomended dech toko ini semoga amanah;Asli;Palsu;Asli;Palsu;Asli;Asli;Palsu
juweyhijab;baik dah lagganan;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
k*****5;Betulan masih segel Terimakasih buat seller Barang mendarat dengan selamat Pengemasan sangat rapi dan sangat aman Jangan ragu untuk belanja di toko ini;Asli;Palsu;Palsu;Asli;Asli;Palsu;Palsu
k*****a;bagus bintang 5 untuk seller;Asli;Asli;Asli;Palsu;Palsu;Asli;Palsu
k*****d;Diterima dengan baik dan barang dalam keadaan baik;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
k4dm4_kh4n;Barang ori & design slim top bgt;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
kadekpradita;Seler amanah barang masih segel;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
khaa_riesmah;Alhamdulillh barang diterima dgn aman,bener2 amanah.tdinya sempat ragu mau order krn blm ada testi,tp admin di chat alhmdllh fast respon,pesan hari itu dkirim pun hari itu.nyampe smbawa besar NTB gercep banget.safety bget krna barangx dibugkus buble wrap yg super duper banyak jdi aman,serta barang jg dicek alhmdllh ori vivo.👍 Pertahankan terus dan sukses selalu buat tokonya;Asli;Palsu;Palsu;Palsu;Asli;Palsu;Palsu
khoiriyahyusrowayi;Pengiriman cepat siang pesen pagi sampai sidoarjo barang sesuai normal semua barang segel mulussss;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
khoirul04akhfa;Alhamdulillah barang ORI dan kondisi barang baik;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
lavialavio;dah sampee gannn thankyu;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
lelmay;Amanah poll. Terimakasih banyak kak😘❤️❤️❤️❤️;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
lelycahayacinta;Bagus semua,normal semuanya.. terimakasih free nya kak 👍;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
m*****n;Kualitas produk pelayanan ok trims banyak;Asli;Asli;Palsu;Palsu;Asli;Asli;Palsu
m*****r;yeay dah sampaiii Alhamdulillah,;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
m*****u;Awalnya ragu buat beLi,,,takut brang second soalnya hrgnya beda dari toko2 lainnya,,, trnyta barangnya asLi ori baru,,,,;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
mario.f;Amanah mantap;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
marmoci84;Terima kasih barang sudah sampai dngan aman;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
martinibinicha;Alhamdulillah, Terima kasih seller HP nya udah sampe di customer. Semoga awet dan bisa langganan;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
mbakulmania;Tidak dapat case dan silicon, admin di chat diem aja sariawan akut kali;Asli;Asli;Asli;Asli;Asli;Asli;Asli
medina.azr;Toko mantap, seller full senyum thanks min Mimin 🙏🙏🙏😁;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
megare2018;Seller ramah, responsif dan komunikatif Packing aman dan rapi Garansi sein indonesia, segel, original dan semua berfungsi normal.;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
mekoku_store;Respon cepat, pengiriman cepat 👍👍👍;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
meydheeannindyra;sesuai dg harganya kamera jernih banget;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
mfatkhurrozikin;Seller super slow respon malah yg terakhir chat gk dibalas sama sekali 3hari barang baru dikirim mana ini pesanan orang lagi bikin kesel aja. Barangnya sesuai pesanan mendarat dengan selamat packingnya aman tetap aja seller bikin jengkel 🙏😌;Asli;Asli;Palsu;Palsu;Asli;Palsu;Asli
miftahuljannah270790;Sesuai dengan harga dan sesuai dengan realpict sangat puas belanja di toko ini recomedent seller;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
miftahuljannah270790;Baik dan sangat puas;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
milham2017;Barang sudah diterim, packingan safety, ada bonusnya juga, belum di tes soalnya belum tiba dirumah, tapi saya yakin baik karena baru, terimakasih seller;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
mimron17;Admin nya fast respon, pengiriman cepat, Barang baru dan segel sesuai. Mantap pokoknya ⭐⭐⭐⭐⭐;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
misel84;Respon cepat, pelayanan oke. Pengiriman cepat;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
mithabundanyakeyla;Barang ny sudah sampai dan Uda di ambil yg punya,kelengkapan hp ok dan sesuai dengan pesanan.smoga bisa jd langangan sukses slalu buat toko ny dan admin ny amanah dan ramah.;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
ms.djoelian;Barang dikirim sesuai pesanan. Pengiriman cepat. Packing rapi. Terima kasih;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
mujairiyanti;barang baik .murah,semoga awet;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
mulyasedati3005;Bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
mutika97;Mantap barang ori;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
n*****a;Barang sampai dengan selamat, dapet bonus juga. Hihiw makasiii🤗;Asli;Asli;Asli;Asli;Palsu;Asli;Palsu
n*****p;Beneran di packing dgn aman banget, bable super tebel, dan di privat sesuai keinginan tanpa di minta, awalnya ragu takut kalo barang ngga original, tapi Alhamdulillah terjawab setelah barang datang, sesuai review kebanyakan, hp memang mudah panas, kalo buat harian sih ok, apalagi kalo soal kamera, cakep banget, tapi kalo gamers, aku pribadi ngga merekomendasikan sih, tapi buat keseharian ku, ini udah cukup bagus, suka dengan desainnya yg awesome . Makasih seller dan kurir yg sudah amanah .;Asli;Palsu;Palsu;Palsu;Asli;Palsu;Palsu
nabilakirani;Realpict selulernya,sellernya amanah banget Makasih kakak amanah banget ,sukses selalu;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
nadiafadila0513;Hapenya bagus fiturnya juga enak pengalaman bermainnya juga enak;Asli;Asli;Asli;Asli;Asli;Asli;Asli
nailul.amani;Hpnya sampai dengan selamat, tidakada lecet atau kerusakan pengemasanya juga aman sip mantap;Palsu;Asli;Palsu;Asli;Asli;Asli;Asli
nailul_nely;Alhamdulillah Bagus, semuanya normal tp syg warna yg di pilih gk ada.. Dan katanya free headset 🥹 tp gk ada;Asli;Asli;Asli;Asli;Asli;Asli;Asli
naisamay4;Siip dech harga murah bgus juga ank suka;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
nana_dianna;Keren banget hp nya sukak Makasih seller makasih kurir udah kirimin barangnya;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
nanang_slengean;Mantap;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
nanangsubakti;Gooooood;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ndr.rmn;demi apa murah banget, pengiriman cepet lagi 😭 recommended banget beli disini;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
neng.ismi30;Beli untuk yg kesekian kali,,recomend bgt,,sellee amanah dan fast respon;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
niikosaputra_;Rekomendasi sekali🤙🏼;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
nila0852;Pengiriman cepatt, seller mantap fastresp thankyou;Asli;Asli;Palsu;Palsu;Asli;Asli;Palsu
ninajayanti7;Respon chat tolong diperbaiki. Klau bisa lebih responsif. Barang oke.;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
ningsih_rohmawati.97;Barang aman ,, Semoga awet kak;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
novie_vhe;Instant 2 jam bner bner sampai tepat waktu.. Kualitas original;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
nunungbltx;Orijinal.   Mantap ..josss;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
nurkipli;Pengirimannya cepat karena adminnya juga gercep weh.;Asli;Asli;Palsu;Palsu;Asli;Asli;Palsu
nurmi_ahmad;Jangan ragu ya yang mau belanja;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
nurulanisarahmawati;bagus sih, tp kurang headset aja. masa harga segitu gk dapet;Asli;Asli;Asli;Asli;Asli;Asli;Asli
o*****3;Amanah. Pemgiriman Cepat, Sellernya Fast Respons. Dapat discount juga dr Shopee 300rb.. 😍😍😍;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
ochinshop09;Pengiriman telat 1 hari karena event 5.5 tapi gpp. HPnya bagus banget, thanks seller;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
omarboeng;Alhamdulillah barang sampai dengan selamat sempat takut gak dapat warna violet ternya sampai dengan baik sesuai deskripsi, terima kasih, jangan ragu beli disini, rekomen seller;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
one_x14;Alhamdulillah pesanan sudah saya terima kak,  produknya sesuai dengan pesanan, befungsi dg sempurna, original, respon penjual gercap👍, pengiriman juga cepet 🙏🙏🙏;Asli;Palsu;Palsu;Asli;Asli;Palsu;Palsu
p*****s;ok;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
papahenaila;Puas belanja di toko ini;Asli;Palsu;Asli;Palsu;Asli;Palsu;Palsu
pelangijingga44;Makasih udah di kasih bonus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
penykd;Mksh kak paketan uda nyampek,pengemasan aman. Sukses slalu;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
ptrisayekti;Alhamdulillah barang  sesuai , original, masih segel , mantap 👍;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
putridiaayu;Makasih kak puas bnget;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
qtella240877;Harga paling murah.. sampai cuma 1 hari.. msh segel.. mantap.. smoga awet.. trims pelapak :-);Asli;Asli;Asli;Asli;Asli;Asli;Palsu
r*****3;Bagus original pengemasan safety sekali sesuai dengan pesanan. Warna bagus barang berfungsi dengan baik. Seller fast respon;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
r*****3;Buat pengalaman semuanya HATI-HATI yang mau beli hp di toko ini barang repack tidak segel alias sudah dibuka, stiker imei ga ada, dusbook kusam layaknya hp second, dan yang paling parahnya garansi resmi samsung sdh berjalan dari bulan OKTOBER 2022, dgn alasan utk aktivasi dari program samsung yg seharusnya itu ada HAK PEMBELI, Intinya adalah ini SELLER NAKAL.;Asli;Palsu;Asli;Palsu;Asli;Palsu;Palsu
r*****4;Barang bagus kualitas ok,,;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
r*****7;Barang sudah datang beli di toko ini sudah 2x dapet bonus terus. Mentep betul;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
r*****a;Aman, masih segel. Terimakasih;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
r*****r;Fast respon dan cepat pengemasan. Barang diterima kondisi ok. Ori. Tanks;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
rafacelluler10;Stiker di blakang hp knp lecek2 ?;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
rafif_erlin;Alhamdulillah Barang sudah sampai Pengiriman cepat via gosend;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
rassya_bbstore;HP ori segel , keren pengiriman cpt 🫰 Pengiriman aman tanpa cacat ...;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
rendy.setyo;Joss,,,Langsung dicoba, semoga awet;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
rina.skincare;"Semoga awet dan bener"""" Ori";Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
rina_hidayat92;Alhamdulillah sampai dengan selamat dan amanah..peket terlindungi sangat aman, Terimakasih smga semakin lancar usahanya aminn ..;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
rini.okee;Bagus, tidak ada warna yg dipesan, langsung konfirmasi..;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
rio.s.r;Sampai dengan selamat;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
rischka41;Bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
rizkypjhe;Barang diterima dalam keadaan baik dan aman.;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
roet92;pengiriman cepet banget sore jam 5 jam 7 malam nyampai 👍🏽Mantap deh pokoknya respon penjual juga cepat 👌🏽;Asli;Palsu;Palsu;Asli;Asli;Palsu;Palsu
rossa0610;Okk;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
rossa0610;okok;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
rossa0610;Okok;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
rudicahyono1992;Produk sesuai dengan pesanan next order lagi disini saya..;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
rynisuherman;Pengiriman nya cepat, harganya juga lebih murah dr yg lain. Dan yg plng penting itu penjualnya ramah......;Asli;Palsu;Palsu;Asli;Asli;Asli;Palsu
s*****0;Harga sesuai dan yg penting amanah dan aman semua...;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
s*****5;Alhamdulillah barang nya nyampe dengan selamat recommended buat toko ini pokoknya gak kecewa👍👍👍👍mantull banget;Palsu;Palsu;Asli;Asli;Asli;Asli;Palsu
s*****e;Masih segel dan ori;Asli;Asli;Asli;Palsu;Palsu;Asli;Palsu
s*****f;Saya senang paket saya diproses dengan cepat, aman, dan lengkap. Terima kasih seller.;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
s*****i;ok;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
s*****n;Produk baik Kecepatan pengiriman baik Pakcing aman dan baik;Asli;Asli;Palsu;Palsu;Palsu;Asli;Palsu
s*****s;HATI HATI !!! BAGI YANG MAU BELI HP YANG KATANYA BARU DI SINI! KARENA HP SUDAH TIDAK SEGEL !!! HP SUDAH AKTIVASI 2 HARI !!! 1. KETIKA KITA BELI DI KONTER PERIZINAN BUKA SEGEL BOX NYA ITU HARUS ATAS PERIZINAN KONSUMEN DAN DI DEPAN KONSUMEN. 2. KALAU DULU DI BUKA SEGEL ITU WAJIB KARENA UNTUK DI AMBIL KARTU GARANSI NYA. NAH UNTUK HP BARU SAAT. SAAT INI TIDAK ADA KARTU GARANSI, KARENA KARENA KARTU GARANSI SEKARANG BERUPA KARTU GARANSI ELEKTRONIK BISA DI CEK WEBSITE. POKOKNYA JANGAN BELI DI SINI !!!;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
s6xc10liuz;Paket ditrima dengan baik.dan semoga awet tokonya juga amanah pokoknya GK nyeseldeh co ditoko ini babelrepnya juga banyak dan aman pastinya;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
sabun_qu3;Smua oke, cuman syg warna hijau habis;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
sakura.nabila;awalnya takut beli online.   takut ndak sesuai lah takut kena tipu .. takut penjualnya ndak amanah  juga tp beli disini mantul donk . penjual ramah baek hati pokoknya siap berlangganan deh . makasih seller maaf ndak video .. tp yg pasti bagus . top markotop;Asli;Palsu;Asli;Palsu;Asli;Palsu;Palsu
sellamustika01;Ori;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
siti_nuriyati;paket lengkap,pengiriman cepet banget,ruappiii...real peac🥰🥰🥰🥰🙏🙏🙏🙏🙏;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
siti_nuriyati;Pengemasan ruapiii bangettt,pengiriman cepat..👍👍👍👍👍👍🙏🙏🙏🙏;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
sitiazizah668;original recommended seller;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
sonhaji250;Ok.trimakasih barang sudah saya trima dalam keadaan baik muada mudahan awet;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
surodirodi;Mantap, amanah sesuai produk, trimakasih;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
sururifarid;Product original mantap..;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
syfalfaruq_09;original imei terdaftar;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
t*****2;Semoga awet, karna waktu saya buka plastik hp.nya udah bekas pletekan.;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
t*****4;Mantap, harganya cukup murah dibandingkan yang lainnya. original. semoga awett;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
t*****a;Seller ramah ,fast respon ..recommend pokonya ✨;Asli;Asli;Palsu;Palsu;Asli;Asli;Palsu
t*****h;produk di jamin original no abal abal no tipu tipu;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
tehdenayu;saya kira dipacking bubble,tapi gpp lah brg aman dapet hrg murah 4jeti kembali serebon&dapet koin pula 399.000 kan mayan;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
tokobasu;Terbaik sih;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
tokofarenzamj;Thanks seler… mendarat dengan aman dan amanah … sukses terus seleer . Ramai terus tokonya …;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
tokokhamil;Barang sudah sampai dengan selamat dan aman tengkyu seller;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
triseptyansulaismana;Oke dan fast charging nya works si. Thanks;Asli;Asli;Asli;Palsu;Palsu;Asli;Palsu
triseptyansulaismana;Oke hpnya sip bisa dipake sesuai dengan fungsinya sipppp;Asli;Asli;Asli;Palsu;Palsu;Asli;Palsu
u*****i;penjual rama banget... murah meriahh... sesuaii.. produk ori.. pengiriman cepat.. ...;Asli;Palsu;Palsu;Asli;Asli;Palsu;Palsu
ucitoretto;Bru pertama x beli barang elektronik online rasanya dag-dig-dug, apalagi hp... Alhamdulillah selamat sampai tujuan Barang masih ORI,masih segelan Pengemasan pun tebel bgt bublecrepnya Makasih seller dah amanah Makasih SHOPEE dah dapet pot vocher Semoga bisa langganan Ditoko ini LG Makasih juga buat jasa kirimnya pun amanah . Maaf g bisa kasih foto dan video,hpnya g mendukung Pokoknya recommended bagttt 🥰🥰;Asli;Palsu;Palsu;Palsu;Asli;Palsu;Palsu
umansholeh;Mau kasih vdio gk bisa karna terlalu pnjang, Yg penting barang nya ok tdk mengecewakan 👍;Palsu;Asli;Asli;Asli;Asli;Asli;Palsu
vaniac.m;Hpnya keren dan penjualnya sangat ramah.;Asli;Palsu;Asli;Palsu;Asli;Asli;Palsu
vicksandro;Alhamdulillah barang mendarat dg selamat..... Penjual ramah dan cepat Bintang 5;Asli;Palsu;Asli;Asli;Asli;Palsu;Palsu
vonny.kawaii69;Barang real, toko amanah 👍🏻👍🏻;Asli;Palsu;Asli;Palsu;Asli;Asli;Palsu
